X,Y,bio_9,bio_8,bio_7,bio_6,bio_5,bio_4,bio_3,bio_2,bio_19,bio_18,bio_17,bio_16,bio_15,bio_14,bio_13,bio_12,bio_11,bio_10,bio_1,sp
-64.30332,-54.77346,3.10733,7.30800,11.56800,-0.99200,10.57600,229.65500,45.10720,5.21800,135.00000,217.00000,106.00000,217.00000,28.10810,32.00000,80.00000,653.00000,1.64733,7.30800,4.54900,invasive
-6.91667,37.28333,24.50970,12.91870,24.93750,6.71667,31.65420,516.18200,42.32800,10.55560,199.00000,21.00000,18.00000,227.00000,68.78320,2.00000,80.00000,476.00000,12.08400,24.73470,18.11670,invasive
120.68000,33.29800,3.27733,25.20530,31.08000,-1.44400,29.63600,899.02400,22.91720,7.12267,89.00000,495.00000,89.00000,495.00000,70.80310,26.00000,216.00000,993.00000,3.27733,25.20530,14.54000,invasive
120.52190,33.76940,3.45208,25.26350,30.53130,-0.76875,29.76250,897.49700,22.59300,6.89792,77.00000,519.00000,77.00000,528.00000,80.26210,21.00000,238.00000,985.00000,3.45208,25.30620,14.63490,invasive
120.70250,33.18870,3.35067,25.33730,31.29200,-1.42000,29.87200,900.88300,24.21490,7.57733,93.00000,497.00000,93.00000,497.00000,69.14980,27.00000,216.00000,1006.00000,3.35067,25.33730,14.61600,invasive
-44.88539,-23.33858,19.48150,25.03890,16.90000,13.46670,30.36670,235.99000,55.94450,9.45463,323.00000,944.00000,323.00000,948.00000,41.03610,105.00000,321.00000,2552.00000,19.48150,25.30560,22.31810,invasive
-45.00936,-23.40529,18.89130,24.58550,16.93480,12.86960,29.80430,240.61600,55.37870,9.37826,313.00000,980.00000,313.00000,1001.00000,43.80190,96.00000,337.00000,2615.00000,18.89130,24.82250,21.79710,invasive
-46.10160,-23.82230,19.37540,25.33970,14.44760,14.65240,29.10000,241.38300,49.64570,7.17262,424.00000,1093.00000,424.00000,1093.00000,35.31610,130.00000,376.00000,3141.00000,19.37540,25.33970,22.33350,invasive
-47.01262,-24.36800,18.21300,24.54490,14.93910,13.46090,28.40000,257.97300,50.22070,7.50254,248.00000,832.00000,248.00000,832.00000,44.10030,78.00000,290.00000,2096.00000,18.21300,24.54490,21.36390,invasive
-43.68600,-22.92700,21.13600,26.11330,17.61600,14.66400,32.28000,212.66800,62.69870,11.04500,141.00000,508.00000,141.00000,535.00000,49.17050,43.00000,195.00000,1330.00000,21.13600,26.33730,23.59780,invasive
-62.26426,-39.00166,8.30000,18.65510,27.57830,2.11739,29.69570,547.33600,46.79440,12.90510,72.00000,170.00000,72.00000,196.00000,34.63420,20.00000,75.00000,578.00000,8.30000,21.84640,15.09240,invasive
-64.41264,-54.75376,3.31667,7.45490,11.51180,-0.80000,10.71180,227.30100,45.44800,5.23186,135.00000,215.00000,106.00000,215.00000,27.41280,32.00000,78.00000,650.00000,1.85000,7.45490,4.73309,invasive
-4.25384,48.44912,15.95730,7.91200,16.39600,4.12400,20.52000,378.61100,37.89340,6.21300,372.00000,192.00000,162.00000,385.00000,32.37940,48.00000,132.00000,1088.00000,7.04133,16.14000,11.27220,invasive
121.25400,32.28100,4.22000,25.66400,30.50400,-0.30400,30.20000,879.25500,24.04270,7.33400,107.00000,449.00000,107.00000,449.00000,55.08010,29.00000,175.00000,1031.00000,4.22000,25.66400,15.14800,invasive
121.26400,32.11900,4.26600,25.73270,30.56800,-0.26800,30.30000,880.05200,23.99570,7.33500,108.00000,449.00000,108.00000,449.00000,54.71780,29.00000,170.00000,1034.00000,4.26600,25.73270,15.17620,invasive
121.52500,31.65000,7.30200,25.83730,29.97200,0.22000,30.19200,861.71100,23.45300,7.02933,119.00000,452.00000,118.00000,452.00000,53.25470,33.00000,161.00000,1038.00000,4.84400,25.83730,15.50200,invasive
114.61667,22.98333,16.37930,28.09470,22.21600,9.64400,31.86000,549.66300,32.89070,7.30700,132.00000,869.00000,107.00000,869.00000,70.25480,31.00000,309.00000,1847.00000,14.82130,28.09470,22.12680,invasive
120.91900,32.44000,3.87867,25.67670,31.02400,-0.82400,30.20000,889.59200,24.40690,7.57200,104.00000,456.00000,104.00000,456.00000,57.27480,29.00000,185.00000,1020.00000,3.87867,25.67670,14.95700,invasive
121.03528,31.60583,7.05467,26.09330,30.42800,0.07600,30.50400,877.98100,22.88460,6.96333,128.00000,449.00000,120.00000,449.00000,54.42020,37.00000,165.00000,1026.00000,4.60133,26.09330,15.52970,invasive
-62.00000,-38.88333,8.35933,20.91130,27.34000,2.22400,29.56400,537.21900,47.44450,12.97130,83.00000,201.00000,83.00000,225.00000,35.12070,26.00000,84.00000,658.00000,8.35933,21.61670,14.97870,invasive
-48.04400,-24.86200,18.29600,25.47470,16.71200,13.20400,29.91600,297.17100,49.27600,8.23500,241.00000,778.00000,241.00000,778.00000,46.05170,63.00000,277.00000,1872.00000,18.29600,25.47470,21.93720,invasive
122.09500,39.50600,-4.82267,22.62270,38.54400,-11.69200,26.85200,1118.39000,23.41050,9.02333,27.00000,422.00000,27.00000,422.00000,102.29800,8.00000,182.00000,680.00000,-4.82267,22.62270,9.80100,invasive
121.40500,31.16944,8.13333,26.61200,30.07600,1.22400,31.30000,858.28400,23.03390,6.92767,130.00000,381.00000,122.00000,414.00000,49.83480,38.00000,156.00000,996.00000,5.70133,26.62400,16.39220,invasive
121.78333,31.51667,7.64667,25.83400,29.54400,0.68400,30.22800,849.81200,23.13050,6.83367,120.00000,399.00000,115.00000,423.00000,51.62690,33.00000,156.00000,1013.00000,5.19933,25.91200,15.69320,invasive
119.67500,34.38000,4.26133,24.95530,32.80000,-3.65200,29.14800,935.90700,25.06000,8.21967,63.00000,436.00000,61.00000,436.00000,83.01870,19.00000,176.00000,778.00000,2.00067,24.95530,13.81120,invasive
119.96900,34.28800,2.07933,24.82130,32.66800,-3.60400,29.06400,927.24900,25.66940,8.38567,69.00000,447.00000,69.00000,447.00000,81.28470,20.00000,187.00000,813.00000,2.07933,24.82130,13.76350,invasive
121.06400,32.36300,3.99267,25.64200,30.82800,-0.68400,30.14400,885.03800,24.31020,7.49433,105.00000,449.00000,105.00000,449.00000,55.78250,29.00000,179.00000,1022.00000,3.99267,25.64200,14.99520,invasive
121.65200,31.89600,4.79333,25.66730,30.04000,0.16400,30.20400,858.33700,23.94700,7.19367,114.00000,416.00000,114.00000,441.00000,52.74940,31.00000,158.00000,1036.00000,4.79333,25.68000,15.39920,invasive
119.80000,34.20000,4.18133,24.97600,33.01600,-3.71600,29.30000,938.93300,26.10450,8.61867,71.00000,426.00000,68.00000,426.00000,79.53200,22.00000,171.00000,774.00000,1.90667,24.97600,13.72530,invasive
120.20000,33.70000,2.52600,25.24730,32.62000,-2.80000,29.82000,925.83400,26.34480,8.59367,82.00000,514.00000,82.00000,514.00000,80.87320,24.00000,233.00000,955.00000,2.52600,25.24730,14.13250,invasive
-44.08500,-22.88400,17.58530,22.91930,17.76000,10.94000,28.70000,223.10400,61.78870,10.97370,119.00000,656.00000,119.00000,700.00000,61.60950,34.00000,245.00000,1540.00000,17.58530,23.09670,20.31980,invasive
-48.44800,-25.59100,17.30130,24.69130,16.31200,12.58800,28.90000,306.39600,45.86190,7.48100,299.00000,827.00000,284.00000,827.00000,42.35150,84.00000,279.00000,2009.00000,17.27930,24.69130,20.65020,invasive
-2.71667,43.36667,17.94530,9.10200,19.32400,4.17200,23.49600,413.89000,43.56410,8.41833,345.00000,222.00000,215.00000,384.00000,24.65300,60.00000,139.00000,1222.00000,8.34133,18.34070,12.95080,invasive
174.60400,-36.31700,16.49130,10.85870,15.18800,6.94800,22.13600,300.02700,44.99610,6.83400,505.00000,335.00000,333.00000,516.00000,20.98130,99.00000,179.00000,1588.00000,10.60470,18.01870,14.18370,invasive
-43.55000,-22.75000,20.75400,25.91530,17.94000,14.14800,32.08800,217.48000,62.03830,11.12970,159.00000,582.00000,159.00000,613.00000,49.81860,48.00000,219.00000,1509.00000,20.75400,26.10530,23.35080,invasive
-4.33333,48.41667,15.85140,7.87986,16.28750,4.11250,20.40000,375.92000,37.96150,6.18299,379.00000,193.00000,162.00000,390.00000,32.91220,48.00000,135.00000,1101.00000,7.01667,16.03750,11.20190,invasive
174.09092,-36.00594,13.76930,11.10870,16.50800,6.83600,23.34400,300.41500,48.73390,8.04500,433.00000,321.00000,319.00000,433.00000,15.79110,94.00000,154.00000,1422.00000,11.10870,18.54730,14.71820,invasive
174.78310,-41.31640,16.47000,8.87800,15.23200,5.41600,20.64800,311.65400,43.36270,6.60500,432.00000,247.00000,241.00000,432.00000,24.33800,58.00000,150.00000,1323.00000,8.87800,16.54070,12.73120,invasive
-44.60110,-2.13310,27.03610,26.43890,9.83333,21.95000,31.78330,33.75670,84.60100,8.31910,852.00000,48.00000,16.00000,893.00000,89.91920,3.00000,327.00000,1611.00000,26.37290,27.13610,26.64080,invasive
118.38806,24.48389,19.14070,27.14540,21.71670,9.38889,31.10560,587.15300,28.61560,6.21435,173.00000,341.00000,69.00000,412.00000,60.22470,22.00000,143.00000,978.00000,13.26850,27.38520,20.55530,invasive
-4.55857,48.31619,15.67290,8.74271,14.38130,5.18125,19.56250,340.72900,35.13330,5.05260,333.00000,182.00000,151.00000,386.00000,35.80790,44.00000,133.00000,1056.00000,7.77292,15.96250,11.53570,invasive
-1.42991,43.67135,17.57560,9.45222,20.25330,4.28000,24.53330,444.99000,40.97540,8.29889,372.00000,257.00000,203.00000,413.00000,27.00440,56.00000,149.00000,1232.00000,8.74556,19.55110,13.88280,invasive
-4.22475,48.29732,16.27780,8.02302,16.60480,4.29524,20.90000,386.54000,37.56810,6.23810,363.00000,184.00000,156.00000,381.00000,33.70680,46.00000,129.00000,1051.00000,7.16270,16.44680,11.47980,invasive
-1.78700,43.27700,17.42270,10.48670,19.42000,3.46000,22.88000,445.45400,37.58500,7.29900,371.00000,261.00000,251.00000,404.00000,19.89230,74.00000,145.00000,1344.00000,7.17933,18.00800,12.13620,invasive
-47.91667,-25.01667,18.94000,26.03170,16.07000,14.10000,30.17000,291.37000,48.15910,7.73917,267.00000,882.00000,267.00000,882.00000,45.89260,75.00000,315.00000,2123.00000,18.94000,26.03170,22.46920,invasive
-47.40000,-24.65000,18.58160,25.48680,15.48420,13.88950,29.37370,283.70300,48.54120,7.51623,292.00000,768.00000,292.00000,768.00000,37.71660,89.00000,260.00000,1988.00000,18.58160,25.48680,21.99930,invasive
-48.58000,-25.88000,17.35740,24.67040,16.17780,12.68890,28.86670,300.55400,47.22410,7.63981,270.00000,771.00000,270.00000,771.00000,41.07120,86.00000,269.00000,1893.00000,17.35740,24.67040,20.75970,invasive
-39.10000,-16.45000,26.05530,22.64800,11.79600,18.22000,30.01600,155.41900,64.57840,7.61767,436.00000,314.00000,314.00000,494.00000,20.35100,92.00000,176.00000,1650.00000,22.28130,26.05530,24.26180,invasive
-39.06000,-16.27000,25.83870,22.52200,11.81200,18.14400,29.95600,156.26500,63.86730,7.54400,519.00000,280.00000,274.00000,579.00000,30.04960,73.00000,205.00000,1640.00000,22.21070,25.97530,24.17630,invasive
-39.55972,-18.09583,22.30830,25.55000,13.51670,17.41670,30.93330,171.48800,62.59080,8.46019,294.00000,381.00000,293.00000,535.00000,28.89010,80.00000,194.00000,1545.00000,22.15650,26.38800,24.34170,invasive
-48.62028,-26.82583,16.27140,24.02380,17.84290,10.87140,28.71430,315.93600,49.53630,8.83869,269.00000,591.00000,269.00000,591.00000,31.24690,83.00000,222.00000,1632.00000,16.27140,24.02380,20.09670,invasive
-1.70000,43.39000,19.71520,9.99091,20.00910,4.80000,24.80910,446.37500,40.42100,8.08788,351.00000,241.00000,215.00000,395.00000,24.38650,61.00000,146.00000,1231.00000,9.25606,20.06820,14.32420,invasive
-1.45000,43.48000,19.59730,9.81000,20.28000,4.60400,24.88400,444.85300,41.25900,8.36733,363.00000,249.00000,215.00000,404.00000,24.59260,59.00000,147.00000,1242.00000,9.13267,19.91800,14.20900,invasive
-4.17219,57.66071,9.41533,4.09333,17.52400,0.16400,17.68800,403.91700,40.01750,7.01267,266.00000,215.00000,178.00000,302.00000,21.35420,53.00000,104.00000,969.00000,3.43800,13.21730,8.06900,invasive
9.76893,56.56199,6.27333,12.10930,23.76400,-3.62000,20.14400,605.10200,31.24190,7.42433,158.00000,189.00000,115.00000,213.00000,24.27890,36.00000,72.00000,669.00000,0.53267,15.15730,7.58383,invasive
8.40643,55.45487,10.99760,9.67619,21.17620,-0.95238,20.22380,590.31600,27.03510,5.72500,192.00000,177.00000,133.00000,286.00000,31.67820,39.00000,99.00000,791.00000,1.82222,16.00480,8.68750,invasive
8.74800,55.45900,3.72200,9.33667,21.77600,-1.08400,20.69200,588.44100,29.67490,6.46200,196.00000,208.00000,146.00000,292.00000,28.20940,45.00000,102.00000,846.00000,1.58200,15.78730,8.47367,invasive
8.75800,55.24600,3.69667,9.39533,21.80000,-1.20000,20.60000,580.55800,29.82870,6.50267,183.00000,210.00000,135.00000,277.00000,28.21920,40.00000,98.00000,813.00000,1.62933,15.63070,8.44700,invasive
8.45038,55.39810,10.90360,9.62609,21.10000,-0.96522,20.13480,587.13500,26.89230,5.67428,190.00000,178.00000,133.00000,284.00000,31.74780,39.00000,100.00000,786.00000,1.81739,15.90580,8.63134,invasive
10.31424,56.61496,2.88824,12.39710,23.04710,-2.63529,20.41180,593.90100,31.04690,7.15539,139.00000,178.00000,108.00000,197.00000,22.79520,34.00000,68.00000,629.00000,1.03627,15.36760,7.85760,invasive
10.01500,55.97600,2.23267,8.47867,24.95600,-5.69600,19.26000,638.01300,26.65890,6.65300,122.00000,178.00000,108.00000,199.00000,22.94060,33.00000,68.00000,634.00000,-0.03600,15.47400,7.56350,invasive
8.66554,55.33875,3.67500,9.44444,21.35000,-1.00000,20.35000,582.27500,28.35020,6.05278,183.00000,196.00000,135.00000,278.00000,29.21520,41.00000,98.00000,796.00000,1.71944,15.73060,8.49722,invasive
8.62700,55.55000,3.69600,9.33467,21.46000,-0.98400,20.47600,589.76500,28.63930,6.14600,199.00000,205.00000,149.00000,296.00000,28.38350,45.00000,102.00000,852.00000,1.54000,15.76930,8.45133,invasive
9.87739,55.84586,2.56548,8.82500,25.27860,-5.70000,19.57860,643.75400,26.01720,6.57679,120.00000,172.00000,108.00000,197.00000,22.45390,33.00000,68.00000,626.00000,0.24048,15.89880,7.93006,invasive
-5.93600,54.33600,10.00930,3.86800,18.78800,0.23600,19.02400,434.29500,38.78360,7.28667,312.00000,253.00000,222.00000,338.00000,18.30250,69.00000,118.00000,1137.00000,3.29933,13.90070,8.31700,invasive
-97.78800,23.82000,18.91280,28.16280,22.87690,11.33850,34.21540,443.51400,46.00150,10.52370,92.00000,326.00000,71.00000,395.00000,69.24710,14.00000,181.00000,858.00000,17.69230,28.48850,23.72210,invasive
-1.62824,43.38518,19.74120,10.01400,19.99470,4.84211,24.83680,446.62700,40.39000,8.07588,351.00000,240.00000,213.00000,394.00000,24.36620,60.00000,145.00000,1227.00000,9.28596,20.10000,14.34630,invasive
-1.38878,43.48526,19.35400,9.69467,20.19600,4.46400,24.66000,440.26100,41.63040,8.40767,365.00000,250.00000,216.00000,405.00000,24.61990,59.00000,147.00000,1246.00000,9.00400,19.68400,14.04050,invasive
-0.97601,44.67270,19.02400,7.57800,23.64400,2.04400,25.68800,502.73500,43.54310,10.29530,274.00000,181.00000,156.00000,301.00000,24.98130,43.00000,107.00000,913.00000,6.90000,19.02470,12.84530,invasive
174.80939,-36.86788,19.42000,11.34000,17.05330,7.18000,24.23330,334.72600,45.97670,7.84056,412.00000,272.00000,269.00000,412.00000,18.23780,86.00000,142.00000,1302.00000,11.34000,19.57220,15.41140,invasive
174.66762,-36.86042,19.14050,11.34290,16.31430,7.34286,23.65710,325.82400,44.53440,7.26548,406.00000,271.00000,270.00000,406.00000,17.31930,85.00000,144.00000,1315.00000,11.34290,19.38100,15.29460,invasive
-4.21300,48.20000,16.21000,7.72133,16.80400,4.04000,20.84400,395.94200,36.51710,6.13633,376.00000,190.00000,161.00000,400.00000,34.35050,47.00000,135.00000,1089.00000,6.85067,16.35130,11.28150,invasive
-4.34400,48.02800,16.45530,8.13133,16.55600,4.38800,20.94400,389.84700,36.55270,6.05167,369.00000,187.00000,160.00000,399.00000,34.53820,45.00000,135.00000,1076.00000,7.21200,16.57000,11.61750,invasive
-45.89500,-23.75250,19.20170,25.02000,15.01000,14.21000,29.22000,244.82900,49.89450,7.48917,379.00000,994.00000,379.00000,998.00000,36.03480,118.00000,348.00000,2848.00000,19.20170,25.26330,22.20380,invasive
-48.73778,-25.80833,17.28400,24.62200,16.70000,12.37600,29.07600,301.63500,48.16570,8.04367,249.00000,731.00000,249.00000,731.00000,41.38240,79.00000,253.00000,1801.00000,17.28400,24.62200,20.71880,invasive
-42.81056,-2.57017,28.08510,27.07110,11.20000,22.07890,33.27890,44.06640,82.96520,9.29211,927.00000,55.00000,16.00000,927.00000,96.65340,4.00000,344.00000,1605.00000,27.07110,28.10790,27.51140,invasive
-48.48000,-0.66361,27.91730,26.28130,9.04400,22.86400,31.90800,66.10080,76.31210,6.90167,1635.00000,87.00000,87.00000,1635.00000,83.66480,18.00000,586.00000,3047.00000,26.28130,27.91730,27.06020,invasive
130.71139,32.81056,8.68667,23.50670,31.49600,0.84800,32.34400,809.57300,30.77530,9.69300,195.00000,750.00000,188.00000,969.00000,69.34820,54.00000,388.00000,1976.00000,6.59467,26.50600,16.67180,invasive
137.35917,34.72472,6.29375,24.87850,29.10000,1.46667,30.56670,780.76100,26.71580,7.77431,196.00000,648.00000,196.00000,677.00000,42.86320,58.00000,252.00000,1885.00000,6.29375,25.48610,15.84650,invasive
130.68417,32.64750,8.61467,23.04800,30.92000,0.73600,31.65600,795.56700,30.33640,9.38000,200.00000,736.00000,194.00000,957.00000,66.59590,55.00000,384.00000,1990.00000,6.49400,26.08600,16.39930,invasive
-43.56806,-23.05972,20.71670,25.68810,16.60000,14.65000,31.25000,204.23800,61.92270,10.27920,141.00000,476.00000,141.00000,476.00000,46.60580,45.00000,171.00000,1238.00000,20.71670,25.68810,23.02470,invasive
172.92278,-34.53944,18.09440,13.43890,12.48330,10.46670,22.95000,258.89900,39.89760,4.98056,418.00000,242.00000,231.00000,474.00000,31.26550,73.00000,166.00000,1287.00000,13.42500,19.73330,16.34030,invasive
173.58333,-35.36667,18.73970,11.87950,15.73080,7.89231,23.62310,290.86800,47.97470,7.54679,498.00000,262.00000,260.00000,498.00000,27.36870,81.00000,186.00000,1416.00000,11.87950,19.05900,15.32980,invasive
174.38333,-36.16667,15.50130,11.20930,15.82400,7.23200,23.05600,301.23900,46.81080,7.40733,433.00000,297.00000,279.00000,433.00000,19.09780,90.00000,154.00000,1356.00000,11.20930,18.67400,14.84300,invasive
173.46667,-35.00000,19.17000,12.25800,14.82400,8.63600,23.46000,280.87500,47.56030,7.05033,451.00000,266.00000,266.00000,451.00000,22.22430,86.00000,153.00000,1347.00000,12.25800,19.17000,15.54780,invasive
174.70000,-36.53333,18.36740,11.24440,15.40830,7.42917,22.83750,300.89700,45.72520,7.04549,467.00000,296.00000,284.00000,467.00000,22.17600,93.00000,172.00000,1413.00000,11.24440,18.68540,14.84740,invasive
174.97600,-37.18000,18.17800,9.83867,18.81600,4.98000,23.79600,337.87400,48.37370,9.10200,424.00000,314.00000,314.00000,424.00000,18.79350,93.00000,180.00000,1533.00000,9.83867,18.17800,13.95270,invasive
172.98333,-34.65000,19.18930,13.10330,13.44800,9.80400,23.25200,265.26800,43.35470,5.83033,449.00000,253.00000,248.00000,449.00000,24.23730,78.00000,155.00000,1322.00000,13.10330,19.57130,16.10150,invasive
174.30000,-36.38333,18.65210,11.43330,16.12500,7.33750,23.46250,304.14100,47.08660,7.59271,442.00000,263.00000,244.00000,442.00000,25.55350,80.00000,162.00000,1284.00000,11.43330,18.96250,15.10570,invasive
175.51667,-36.60000,18.39330,10.83750,17.18500,6.35000,23.53500,315.37100,49.18530,8.45250,521.00000,364.00000,321.00000,521.00000,19.14790,98.00000,180.00000,1670.00000,10.83750,18.62830,14.67210,invasive
174.65000,-37.11667,18.43830,11.61250,16.24000,6.84000,23.08000,317.09200,44.43250,7.21583,395.00000,258.00000,251.00000,395.00000,18.54660,77.00000,140.00000,1275.00000,10.90330,18.73080,14.70540,invasive
174.59100,-36.64200,18.38730,10.78930,16.56800,6.50400,23.07200,307.23400,47.53540,7.87567,450.00000,290.00000,290.00000,450.00000,18.99380,92.00000,157.00000,1401.00000,10.78930,18.38730,14.49750,invasive
175.59400,-36.89600,16.55330,9.68333,18.34000,4.88400,23.22400,334.10400,49.57110,9.09133,612.00000,387.00000,334.00000,612.00000,26.47170,97.00000,228.00000,1817.00000,9.68333,17.91330,13.76170,invasive
174.86500,-37.16900,18.77800,11.05070,18.72000,5.50800,24.22800,339.33500,47.61040,8.91267,414.00000,290.00000,290.00000,415.00000,15.23840,91.00000,149.00000,1377.00000,10.39200,18.77800,14.52970,invasive
174.25000,-36.08333,18.09270,10.92130,16.08000,6.87600,22.95600,301.67400,47.13930,7.58000,456.00000,317.00000,296.00000,456.00000,17.49590,96.00000,161.00000,1455.00000,10.92130,18.40470,14.56570,invasive
174.45000,-36.56667,18.24910,11.05610,16.28950,6.77895,23.06840,302.32400,47.16480,7.68289,422.00000,272.00000,260.00000,422.00000,20.23270,85.00000,143.00000,1290.00000,11.05610,18.55000,14.72000,invasive
173.75000,-35.08333,17.26810,11.89580,14.30830,8.52917,22.83750,280.89100,46.57350,6.66389,482.00000,280.00000,278.00000,482.00000,23.53150,85.00000,166.00000,1427.00000,11.89580,18.83750,15.22710,invasive
174.96600,-37.95000,15.66270,10.29400,17.88400,4.12400,22.00800,331.41000,47.02340,8.40967,523.00000,385.00000,381.00000,556.00000,17.34710,116.00000,196.00000,1904.00000,8.62667,16.79270,12.65320,invasive
174.80400,-37.23000,18.42870,11.10200,18.30000,5.66400,23.96400,332.64600,47.28050,8.65233,409.00000,295.00000,294.00000,417.00000,14.56650,92.00000,148.00000,1382.00000,10.44530,18.67870,14.49350,invasive
172.91667,-34.48333,17.78410,13.13410,12.55910,10.07730,22.63640,257.87900,40.68340,5.10947,422.00000,239.00000,231.00000,477.00000,32.10960,73.00000,164.00000,1282.00000,13.13180,19.41360,16.04150,invasive
174.52000,-36.33800,18.06070,10.92800,15.70800,7.00400,22.71200,301.26000,46.23970,7.26333,476.00000,311.00000,295.00000,476.00000,21.07430,93.00000,166.00000,1443.00000,10.92800,18.38600,14.54170,invasive
-97.88879,22.23088,22.08870,27.67000,18.17600,14.14400,32.32000,369.75900,47.48940,8.63167,84.00000,454.00000,48.00000,511.00000,87.32980,12.00000,218.00000,965.00000,18.98930,27.93400,24.13880,invasive
174.66750,-37.12528,18.62170,11.00670,16.48000,6.87000,23.35000,320.04500,44.27590,7.29667,408.00000,251.00000,245.00000,408.00000,21.28370,77.00000,145.00000,1255.00000,11.00670,18.91330,14.85670,invasive
174.89139,-38.11222,17.97950,10.37120,18.66360,4.74545,23.40910,333.27900,48.22210,9.00000,449.00000,282.00000,282.00000,467.00000,21.51500,82.00000,173.00000,1485.00000,9.75076,17.97950,13.84890,invasive
174.29944,-36.25000,17.17650,11.25680,15.89090,7.32273,23.21360,302.13600,46.28860,7.35568,436.00000,281.00000,260.00000,436.00000,21.45570,85.00000,154.00000,1324.00000,11.25680,18.73560,14.88280,invasive
174.49000,-36.36900,15.22070,10.93730,16.04800,6.89200,22.94000,303.51200,46.91760,7.52933,479.00000,300.00000,291.00000,479.00000,22.12780,94.00000,164.00000,1431.00000,10.93730,18.44730,14.57300,invasive
175.54400,-37.28100,15.72130,9.92267,21.00800,4.25600,25.26400,364.64200,51.10430,10.73600,387.00000,317.00000,312.00000,387.00000,13.05890,93.00000,135.00000,1363.00000,9.92267,18.92000,14.43530,invasive
175.16200,-37.07600,17.11930,9.42400,17.52400,4.58800,22.11200,328.16800,47.63940,8.34833,559.00000,343.00000,343.00000,560.00000,20.48270,100.00000,195.00000,1822.00000,9.02267,17.11930,13.00980,invasive
-55.90000,5.81000,27.75730,26.72000,9.72800,22.62000,32.34800,62.42840,76.85380,7.47633,424.00000,242.00000,242.00000,719.00000,41.86600,58.00000,275.00000,1868.00000,26.22930,27.75730,26.90280,invasive
-52.25000,4.09000,26.25070,25.51000,11.26400,20.73600,32.00000,47.42640,75.42910,8.49633,1036.00000,303.00000,303.00000,1254.00000,50.63170,74.00000,503.00000,3220.00000,25.07670,26.25070,25.61380,invasive
-52.33000,4.93000,26.59120,25.91570,10.38240,21.48820,31.87060,41.44790,74.60810,7.74608,884.00000,255.00000,238.00000,1160.00000,53.84970,60.00000,463.00000,2874.00000,25.64800,26.62060,26.05290,invasive
-58.18000,6.80000,26.78540,26.70830,8.27500,23.30000,31.57500,49.46760,75.81190,6.27344,500.00000,299.00000,291.00000,752.00000,45.23470,80.00000,287.00000,1913.00000,26.46460,27.63850,26.95960,invasive
-58.10000,6.80000,27.70920,26.75830,8.51500,23.20000,31.71500,48.68450,77.03560,6.55958,499.00000,302.00000,302.00000,706.00000,39.75110,84.00000,262.00000,1880.00000,26.56830,27.70920,27.03850,invasive
-52.83000,5.33000,26.45830,25.87570,10.14170,21.44580,31.58750,44.24840,75.15060,7.62153,635.00000,259.00000,255.00000,852.00000,43.90670,76.00000,310.00000,2202.00000,25.39860,26.46250,25.91080,invasive
-54.81000,5.95000,27.53330,26.55730,9.53600,22.68000,32.21600,58.77710,78.02710,7.44067,514.00000,270.00000,270.00000,782.00000,42.33660,77.00000,309.00000,2030.00000,26.10330,27.53330,26.72970,invasive
-57.75000,6.55000,27.70000,26.91670,8.70000,23.20000,31.90000,46.97480,80.93870,7.04167,391.00000,211.00000,204.00000,705.00000,53.95830,48.00000,263.00000,1586.00000,26.61670,27.76670,27.10420,invasive
-58.28000,6.85000,26.79520,26.71510,8.37143,23.25240,31.62380,50.20730,77.28950,6.47024,454.00000,317.00000,252.00000,640.00000,40.49820,64.00000,251.00000,1763.00000,26.49050,27.66430,26.98470,invasive
-52.37700,4.73300,26.19670,25.60800,10.20000,21.26800,31.46800,40.37920,75.52610,7.70367,922.00000,307.00000,268.00000,1328.00000,54.38310,67.00000,566.00000,3212.00000,25.26070,26.24130,25.69620,invasive
-47.73500,-0.80400,27.11470,25.92330,9.25200,22.25200,31.50400,50.86780,83.44140,7.72000,1376.00000,135.00000,91.00000,1376.00000,77.58340,24.00000,520.00000,2691.00000,25.92330,27.14600,26.45030,invasive
-3.56127,43.48889,18.50400,12.78730,18.41600,5.56800,23.98400,371.81300,46.59170,8.58033,335.00000,218.00000,198.00000,393.00000,27.26030,54.00000,146.00000,1199.00000,10.02330,18.94330,14.03020,invasive
-3.71500,43.33300,17.50730,11.00200,19.36800,3.88000,23.24800,400.46300,45.50630,8.81367,300.00000,201.00000,189.00000,341.00000,23.95770,57.00000,123.00000,1103.00000,8.21400,17.87470,12.60320,invasive
-3.31126,43.39889,18.21750,12.09170,18.94500,4.84500,23.79000,390.37600,45.87620,8.69125,331.00000,213.00000,202.00000,373.00000,25.55570,56.00000,137.00000,1177.00000,9.24917,18.63000,13.50770,invasive
-1.95123,43.29890,19.41400,12.32600,19.23600,5.08400,24.32000,433.96500,40.26480,7.74533,355.00000,255.00000,236.00000,405.00000,22.01190,69.00000,149.00000,1298.00000,9.22933,19.75270,14.17770,invasive
-2.94125,43.21889,18.22670,8.80133,20.44000,3.84800,24.28800,434.18400,43.92530,8.97833,321.00000,207.00000,206.00000,355.00000,23.92580,57.00000,128.00000,1149.00000,8.09133,18.57070,12.92680,invasive
-8.68500,42.12400,18.10330,7.78267,19.40000,4.31600,23.71600,427.58600,39.89860,7.74033,722.00000,171.00000,142.00000,722.00000,51.08160,34.00000,249.00000,1782.00000,7.78267,18.21270,12.73980,invasive
